timeStamp,aircraftCode,testNumber,parameterCode,minValue,maxValue,currentValue,Result
2022-06-17T09:13:01.238-03,PRZFV,4,780935,20,50,30.554079882831246,SUCESSO!
2022-06-17T09:13:01.249-03,PRZFV,4,654321,10,120,99.70269133786539,SUCESSO!
2022-06-17T09:13:01.271-03,PRZFV,4,780935,20,50,42.2422135565389,SUCESSO!
2022-06-17T09:13:01.276-03,PRZFV,4,123456,20,40,21.142570163841604,SUCESSO!
2022-06-17T09:13:01.299-03,PRZFV,4,654321,10,120,86.4014154517639,SUCESSO!
2022-06-17T09:13:01.304-03,PRZFV,4,780935,20,50,25.857374144647157,SUCESSO!
2022-06-17T09:13:01.338-03,PRZFV,4,780935,20,50,48.02607510102999,SUCESSO!
2022-06-17T09:13:01.349-03,PRZFV,4,654321,10,120,48.71388958216355,SUCESSO!
2022-06-17T09:13:01.371-03,PRZFV,4,780935,20,50,37.942322638967184,SUCESSO!
2022-06-17T09:13:01.376-03,PRZFV,4,123456,20,40,30.374747171781095,SUCESSO!
2022-06-17T09:13:01.399-03,PRZFV,4,654321,10,120,32.39388276138947,SUCESSO!
2022-06-17T09:13:01.404-03,PRZFV,4,780935,20,50,43.77951923619824,SUCESSO!
2022-06-17T09:13:01.438-03,PRZFV,4,780935,20,50,28.613387808773865,SUCESSO!
2022-06-17T09:13:01.450-03,PRZFV,4,654321,10,120,98.16133888998596,SUCESSO!
2022-06-17T09:13:01.473-03,PRZFV,4,780935,20,50,49.05047877317014,SUCESSO!
2022-06-17T09:13:01.476-03,PRZFV,4,123456,20,40,20.694823811649574,SUCESSO!
2022-06-17T09:13:01.500-03,PRZFV,4,654321,10,120,48.18245885026791,SUCESSO!
2022-06-17T09:13:01.506-03,PRZFV,4,780935,20,50,36.617107343219125,SUCESSO!
2022-06-17T09:13:01.539-03,PRZFV,4,780935,20,50,32.98395636444798,SUCESSO!
2022-06-17T09:13:01.550-03,PRZFV,4,654321,10,120,56.06241799181305,SUCESSO!
2022-06-17T09:13:01.573-03,PRZFV,4,780935,20,50,23.569117108848054,SUCESSO!
2022-06-17T09:13:01.577-03,PRZFV,4,123456,20,40,20.41843992841957,SUCESSO!
2022-06-17T09:13:01.601-03,PRZFV,4,654321,10,120,111.81157815070294,SUCESSO!
2022-06-17T09:13:01.606-03,PRZFV,4,780935,20,50,33.34473083364982,SUCESSO!
2022-06-17T09:13:01.639-03,PRZFV,4,780935,20,50,48.96800305000157,SUCESSO!
2022-06-17T09:13:01.651-03,PRZFV,4,654321,10,120,30.61973963780364,SUCESSO!
2022-06-17T09:13:01.673-03,PRZFV,4,780935,20,50,49.96562297928592,SUCESSO!
2022-06-17T09:13:01.680-03,PRZFV,4,123456,20,40,23.42816498959037,SUCESSO!
2022-06-17T09:13:01.701-03,PRZFV,4,654321,10,120,26.67848148707227,SUCESSO!
2022-06-17T09:13:01.706-03,PRZFV,4,780935,20,50,29.81237045613582,SUCESSO!
2022-06-17T09:13:01.739-03,PRZFV,4,780935,20,50,35.076381063527336,SUCESSO!
2022-06-17T09:13:01.751-03,PRZFV,4,654321,10,120,64.41301193477109,SUCESSO!
2022-06-17T09:13:01.773-03,PRZFV,4,780935,20,50,40.195557577946374,SUCESSO!
2022-06-17T09:13:01.780-03,PRZFV,4,123456,20,40,30.36229394817908,SUCESSO!
2022-06-17T09:13:01.802-03,PRZFV,4,654321,10,120,112.39100217027459,SUCESSO!
2022-06-17T09:13:01.806-03,PRZFV,4,780935,20,50,25.619042326965523,SUCESSO!
2022-06-17T09:13:01.839-03,PRZFV,4,780935,20,50,46.936309120131895,SUCESSO!
2022-06-17T09:13:01.852-03,PRZFV,4,654321,10,120,99.47808414163053,SUCESSO!
2022-06-17T09:13:01.872-03,PRZFV,4,780935,20,50,40.892382632314224,SUCESSO!
2022-06-17T09:13:01.881-03,PRZFV,4,123456,20,40,30.52834583666047,SUCESSO!
2022-06-17T09:13:01.902-03,PRZFV,4,654321,10,120,109.63756116905454,SUCESSO!
2022-06-17T09:13:01.905-03,PRZFV,4,780935,20,50,23.559829409714197,SUCESSO!
2022-06-17T09:13:01.939-03,PRZFV,4,780935,20,50,45.11139026772639,SUCESSO!
2022-06-17T09:13:01.953-03,PRZFV,4,654321,10,120,12.086450226292197,SUCESSO!
2022-06-17T09:13:01.973-03,PRZFV,4,780935,20,50,40.48556265817205,SUCESSO!
2022-06-17T09:13:01.981-03,PRZFV,4,123456,20,40,38.83248154814953,SUCESSO!
2022-06-17T09:13:02.004-03,PRZFV,4,654321,10,120,35.27348523755134,SUCESSO!
2022-06-17T09:13:02.006-03,PRZFV,4,780935,20,50,45.092855566243315,SUCESSO!
2022-06-17T09:13:02.039-03,PRZFV,4,780935,20,50,35.86153210424739,SUCESSO!
2022-06-17T09:13:02.054-03,PRZFV,4,654321,10,120,81.3134197528759,SUCESSO!
2022-06-17T09:13:02.073-03,PRZFV,4,780935,20,50,33.490201142527404,SUCESSO!
2022-06-17T09:13:02.081-03,PRZFV,4,123456,20,40,21.19139471349498,SUCESSO!
2022-06-17T09:13:02.105-03,PRZFV,4,654321,10,120,19.86782767341423,SUCESSO!
2022-06-17T09:13:02.106-03,PRZFV,4,780935,20,50,33.383107932547624,SUCESSO!
2022-06-17T09:13:02.139-03,PRZFV,4,780935,20,50,42.10915888163831,SUCESSO!
2022-06-17T09:13:02.155-03,PRZFV,4,654321,10,120,75.11362798325459,SUCESSO!
2022-06-17T09:13:02.172-03,PRZFV,4,780935,20,50,36.91171139631723,SUCESSO!
2022-06-17T09:13:02.181-03,PRZFV,4,123456,20,40,38.50406939345791,SUCESSO!
2022-06-17T09:13:02.205-03,PRZFV,4,654321,10,120,120.96573188643254,ERRO
2022-06-17T09:13:02.206-03,PRZFV,4,780935,20,50,43.330290943782785,SUCESSO!
2022-06-17T09:13:02.239-03,PRZFV,4,780935,20,50,34.998647646533136,SUCESSO!
2022-06-17T09:13:02.256-03,PRZFV,4,654321,10,120,102.63280195532077,SUCESSO!
2022-06-17T09:13:02.273-03,PRZFV,4,780935,20,50,50.08860260382372,ERRO
2022-06-17T09:13:02.282-03,PRZFV,4,123456,20,40,29.931743496737717,SUCESSO!
2022-06-17T09:13:02.306-03,PRZFV,4,780935,20,50,33.09538512081848,SUCESSO!
2022-06-17T09:13:02.306-03,PRZFV,4,654321,10,120,66.80590540248159,SUCESSO!
2022-06-17T09:13:02.339-03,PRZFV,4,780935,20,50,23.788407093015746,SUCESSO!
2022-06-17T09:13:02.356-03,PRZFV,4,654321,10,120,90.96319494321952,SUCESSO!
2022-06-17T09:13:02.373-03,PRZFV,4,780935,20,50,35.7859420719322,SUCESSO!
2022-06-17T09:13:02.382-03,PRZFV,4,123456,20,40,29.548967013524184,SUCESSO!
2022-06-17T09:13:02.406-03,PRZFV,4,780935,20,50,39.24154697237756,SUCESSO!
2022-06-17T09:13:02.406-03,PRZFV,4,654321,10,120,98.3211043735764,SUCESSO!
2022-06-17T09:13:02.440-03,PRZFV,4,780935,20,50,36.09346056151121,SUCESSO!
2022-06-17T09:13:02.457-03,PRZFV,4,654321,10,120,35.97427632324251,SUCESSO!
2022-06-17T09:13:02.473-03,PRZFV,4,780935,20,50,33.267184635371635,SUCESSO!
2022-06-17T09:13:02.482-03,PRZFV,4,123456,20,40,36.15047247073137,SUCESSO!
2022-06-17T09:13:02.507-03,PRZFV,4,780935,20,50,25.14261769450475,SUCESSO!
2022-06-17T09:13:02.507-03,PRZFV,4,654321,10,120,117.12257279690259,SUCESSO!
2022-06-17T09:13:02.540-03,PRZFV,4,780935,20,50,41.09442202451735,SUCESSO!
2022-06-17T09:13:02.558-03,PRZFV,4,654321,10,120,11.111580731292328,SUCESSO!
2022-06-17T09:13:02.574-03,PRZFV,4,780935,20,50,23.09550232833844,SUCESSO!
2022-06-17T09:13:02.582-03,PRZFV,4,123456,20,40,21.034750541160932,SUCESSO!
2022-06-17T09:13:02.607-03,PRZFV,4,780935,20,50,35.10749874209497,SUCESSO!
2022-06-17T09:13:02.608-03,PRZFV,4,654321,10,120,92.4856050241686,SUCESSO!
2022-06-17T09:13:02.640-03,PRZFV,4,780935,20,50,27.831435924676615,SUCESSO!
2022-06-17T09:13:02.659-03,PRZFV,4,654321,10,120,91.28563794957861,SUCESSO!
2022-06-17T09:13:02.674-03,PRZFV,4,780935,20,50,20.714387557686383,SUCESSO!
2022-06-17T09:13:02.683-03,PRZFV,4,123456,20,40,27.577595135776317,SUCESSO!
2022-06-17T09:13:02.707-03,PRZFV,4,780935,20,50,22.41357791494305,SUCESSO!
2022-06-17T09:13:02.709-03,PRZFV,4,654321,10,120,21.57174259175413,SUCESSO!
2022-06-17T09:13:02.741-03,PRZFV,4,780935,20,50,24.630140530823468,SUCESSO!
2022-06-17T09:13:02.760-03,PRZFV,4,654321,10,120,99.7643601644839,SUCESSO!
2022-06-17T09:13:02.774-03,PRZFV,4,780935,20,50,39.44680486042665,SUCESSO!
2022-06-17T09:13:02.783-03,PRZFV,4,123456,20,40,21.85940457534607,SUCESSO!
2022-06-17T09:13:02.808-03,PRZFV,4,780935,20,50,35.62786892039865,SUCESSO!
2022-06-17T09:13:02.810-03,PRZFV,4,654321,10,120,60.629878430873354,SUCESSO!
2022-06-17T09:13:02.841-03,PRZFV,4,780935,20,50,23.194390888584813,SUCESSO!
2022-06-17T09:13:02.860-03,PRZFV,4,654321,10,120,57.819693851318206,SUCESSO!
2022-06-17T09:13:02.874-03,PRZFV,4,780935,20,50,44.33397233000848,SUCESSO!
2022-06-17T09:13:02.883-03,PRZFV,4,123456,20,40,35.214503604955176,SUCESSO!
2022-06-17T09:13:02.908-03,PRZFV,4,780935,20,50,26.614542435807785,SUCESSO!
2022-06-17T09:13:02.911-03,PRZFV,4,654321,10,120,105.15146494954502,SUCESSO!
2022-06-17T09:13:02.941-03,PRZFV,4,780935,20,50,37.146148352085675,SUCESSO!
2022-06-17T09:13:02.961-03,PRZFV,4,654321,10,120,15.260620908839755,SUCESSO!
2022-06-17T09:13:02.975-03,PRZFV,4,780935,20,50,42.82332340329481,SUCESSO!
2022-06-17T09:13:02.983-03,PRZFV,4,123456,20,40,33.75298988885969,SUCESSO!
2022-06-17T09:13:03.008-03,PRZFV,4,780935,20,50,42.22834054286726,SUCESSO!
2022-06-17T09:13:03.011-03,PRZFV,4,654321,10,120,77.2278039283704,SUCESSO!
2022-06-17T09:13:03.042-03,PRZFV,4,780935,20,50,44.67646185131574,SUCESSO!
2022-06-17T09:13:03.062-03,PRZFV,4,654321,10,120,81.24647367903447,SUCESSO!
2022-06-17T09:13:03.076-03,PRZFV,4,780935,20,50,27.83646816281388,SUCESSO!
2022-06-17T09:13:03.084-03,PRZFV,4,123456,20,40,29.01519771957767,SUCESSO!
2022-06-17T09:13:03.110-03,PRZFV,4,780935,20,50,47.41976531518921,SUCESSO!
2022-06-17T09:13:03.113-03,PRZFV,4,654321,10,120,64.28630947025898,SUCESSO!
2022-06-17T09:13:03.143-03,PRZFV,4,780935,20,50,42.5324925465113,SUCESSO!
2022-06-17T09:13:03.163-03,PRZFV,4,654321,10,120,34.11792897001657,SUCESSO!
2022-06-17T09:13:03.176-03,PRZFV,4,780935,20,50,45.23429525037271,SUCESSO!
2022-06-17T09:13:03.184-03,PRZFV,4,123456,20,40,34.37144761705903,SUCESSO!
2022-06-17T09:13:03.209-03,PRZFV,4,780935,20,50,46.036773585101145,SUCESSO!
2022-06-17T09:13:03.213-03,PRZFV,4,654321,10,120,64.80948360514252,SUCESSO!
2022-06-17T09:13:03.243-03,PRZFV,4,780935,20,50,26.938229947145963,SUCESSO!
2022-06-17T09:13:03.263-03,PRZFV,4,654321,10,120,24.497851620256874,SUCESSO!
2022-06-17T09:13:03.276-03,PRZFV,4,780935,20,50,39.814091988269695,SUCESSO!
2022-06-17T09:13:03.284-03,PRZFV,4,123456,20,40,31.3903141580059,SUCESSO!
2022-06-17T09:13:03.310-03,PRZFV,4,780935,20,50,32.209801924336205,SUCESSO!
2022-06-17T09:13:03.314-03,PRZFV,4,654321,10,120,31.15941761748985,SUCESSO!
2022-06-17T09:13:03.343-03,PRZFV,4,780935,20,50,25.406275003755464,SUCESSO!
2022-06-17T09:13:03.364-03,PRZFV,4,654321,10,120,34.604463826827526,SUCESSO!
2022-06-17T09:13:03.377-03,PRZFV,4,780935,20,50,43.6142913301595,SUCESSO!
2022-06-17T09:13:03.384-03,PRZFV,4,123456,20,40,34.47498378766419,SUCESSO!
2022-06-17T09:13:03.410-03,PRZFV,4,780935,20,50,50.36268094674368,ERRO
2022-06-17T09:13:03.415-03,PRZFV,4,654321,10,120,20.911807382948364,SUCESSO!
2022-06-17T09:13:03.444-03,PRZFV,4,780935,20,50,40.51961283243196,SUCESSO!
2022-06-17T09:13:03.465-03,PRZFV,4,654321,10,120,64.22807077186093,SUCESSO!
2022-06-17T09:13:03.477-03,PRZFV,4,780935,20,50,40.43240853815991,SUCESSO!
2022-06-17T09:13:03.485-03,PRZFV,4,123456,20,40,26.500742228483038,SUCESSO!
2022-06-17T09:13:03.510-03,PRZFV,4,780935,20,50,35.82824402667595,SUCESSO!
2022-06-17T09:13:03.515-03,PRZFV,4,654321,10,120,74.41942075494978,SUCESSO!
2022-06-17T09:13:03.544-03,PRZFV,4,780935,20,50,20.702015365972777,SUCESSO!
2022-06-17T09:13:03.565-03,PRZFV,4,654321,10,120,49.5570223119977,SUCESSO!
2022-06-17T09:13:03.577-03,PRZFV,4,780935,20,50,39.16441692237021,SUCESSO!
2022-06-17T09:13:03.585-03,PRZFV,4,123456,20,40,34.39542923441659,SUCESSO!
2022-06-17T09:13:03.611-03,PRZFV,4,780935,20,50,47.677588319652834,SUCESSO!
2022-06-17T09:13:03.616-03,PRZFV,4,654321,10,120,76.47339224414874,SUCESSO!
2022-06-17T09:13:03.644-03,PRZFV,4,780935,20,50,29.402659898907174,SUCESSO!
2022-06-17T09:13:03.666-03,PRZFV,4,654321,10,120,68.99485138825617,SUCESSO!
2022-06-17T09:13:03.677-03,PRZFV,4,780935,20,50,26.13770762182805,SUCESSO!
2022-06-17T09:13:03.685-03,PRZFV,4,123456,20,40,23.354165191936282,SUCESSO!
2022-06-17T09:13:03.711-03,PRZFV,4,780935,20,50,28.692570741572602,SUCESSO!
2022-06-17T09:13:03.716-03,PRZFV,4,654321,10,120,51.462564411575315,SUCESSO!
2022-06-17T09:13:03.744-03,PRZFV,4,780935,20,50,32.84629504797407,SUCESSO!
2022-06-17T09:13:03.767-03,PRZFV,4,654321,10,120,64.59884538598004,SUCESSO!
2022-06-17T09:13:03.778-03,PRZFV,4,780935,20,50,22.80265387821992,SUCESSO!
2022-06-17T09:13:03.786-03,PRZFV,4,123456,20,40,30.222191855122787,SUCESSO!
2022-06-17T09:13:03.811-03,PRZFV,4,780935,20,50,45.813439993412366,SUCESSO!
2022-06-17T09:13:03.817-03,PRZFV,4,654321,10,120,67.9723070353606,SUCESSO!
2022-06-17T09:13:03.845-03,PRZFV,4,780935,20,50,35.31800958053826,SUCESSO!
2022-06-17T09:13:03.867-03,PRZFV,4,654321,10,120,80.84010136338586,SUCESSO!
2022-06-17T09:13:03.878-03,PRZFV,4,780935,20,50,28.48460031515215,SUCESSO!
2022-06-17T09:13:03.886-03,PRZFV,4,123456,20,40,34.12638998299653,SUCESSO!
2022-06-17T09:13:03.912-03,PRZFV,4,780935,20,50,22.26966834554092,SUCESSO!
2022-06-17T09:13:03.917-03,PRZFV,4,654321,10,120,31.143564249204175,SUCESSO!
2022-06-17T09:13:03.945-03,PRZFV,4,780935,20,50,26.41025759690266,SUCESSO!
2022-06-17T09:13:03.968-03,PRZFV,4,654321,10,120,96.14961303067753,SUCESSO!
2022-06-17T09:13:03.978-03,PRZFV,4,780935,20,50,27.551566138132873,SUCESSO!
2022-06-17T09:13:03.986-03,PRZFV,4,123456,20,40,26.49032941724335,SUCESSO!
2022-06-17T09:13:04.012-03,PRZFV,4,780935,20,50,25.990133059075205,SUCESSO!
2022-06-17T09:13:04.018-03,PRZFV,4,654321,10,120,47.38475502922607,SUCESSO!
2022-06-17T09:13:04.045-03,PRZFV,4,780935,20,50,25.390993011065007,SUCESSO!
2022-06-17T09:13:04.068-03,PRZFV,4,654321,10,120,69.1766796619396,SUCESSO!
2022-06-17T09:13:04.079-03,PRZFV,4,780935,20,50,32.36906370581553,SUCESSO!
2022-06-17T09:13:04.087-03,PRZFV,4,123456,20,40,21.91999671383468,SUCESSO!
2022-06-17T09:13:04.112-03,PRZFV,4,780935,20,50,44.343347077082974,SUCESSO!
2022-06-17T09:13:04.118-03,PRZFV,4,654321,10,120,35.500099393277516,SUCESSO!
2022-06-17T09:13:04.145-03,PRZFV,4,780935,20,50,35.41079635409067,SUCESSO!
2022-06-17T09:13:04.169-03,PRZFV,4,654321,10,120,75.96145639130813,SUCESSO!
2022-06-17T09:13:04.178-03,PRZFV,4,780935,20,50,42.087981447363454,SUCESSO!
2022-06-17T09:13:04.187-03,PRZFV,4,123456,20,40,33.0491991389174,SUCESSO!
2022-06-17T09:13:04.212-03,PRZFV,4,780935,20,50,34.94639276498488,SUCESSO!
2022-06-17T09:13:04.219-03,PRZFV,4,654321,10,120,57.75086655836826,SUCESSO!
2022-06-17T09:13:04.245-03,PRZFV,4,780935,20,50,44.03179412804134,SUCESSO!
2022-06-17T09:13:04.269-03,PRZFV,4,654321,10,120,71.96819781271878,SUCESSO!
2022-06-17T09:13:04.278-03,PRZFV,4,780935,20,50,48.14520845465227,SUCESSO!
2022-06-17T09:13:04.288-03,PRZFV,4,123456,20,40,40.13759176384983,ERRO
2022-06-17T09:13:04.312-03,PRZFV,4,780935,20,50,26.896073015782562,SUCESSO!
2022-06-17T09:13:04.320-03,PRZFV,4,654321,10,120,55.18529659979567,SUCESSO!
2022-06-17T09:13:04.346-03,PRZFV,4,780935,20,50,21.62792012860211,SUCESSO!
2022-06-17T09:13:04.370-03,PRZFV,4,654321,10,120,41.159424821949344,SUCESSO!
2022-06-17T09:13:04.380-03,PRZFV,4,780935,20,50,46.65236350235091,SUCESSO!
2022-06-17T09:13:04.389-03,PRZFV,4,123456,20,40,32.485237986526315,SUCESSO!
2022-06-17T09:13:04.414-03,PRZFV,4,780935,20,50,27.52688301691747,SUCESSO!
2022-06-17T09:13:04.421-03,PRZFV,4,654321,10,120,29.969713064473133,SUCESSO!
2022-06-17T09:13:04.447-03,PRZFV,4,780935,20,50,42.30923317030205,SUCESSO!
2022-06-17T09:13:04.471-03,PRZFV,4,654321,10,120,86.32262198721948,SUCESSO!
2022-06-17T09:13:04.481-03,PRZFV,4,780935,20,50,50.2228824305074,ERRO
2022-06-17T09:13:04.489-03,PRZFV,4,123456,20,40,20.89969558925398,SUCESSO!
2022-06-17T09:13:04.514-03,PRZFV,4,780935,20,50,26.675459789729935,SUCESSO!
2022-06-17T09:13:04.522-03,PRZFV,4,654321,10,120,52.59016372978012,SUCESSO!
2022-06-17T09:13:04.547-03,PRZFV,4,780935,20,50,31.677580189761194,SUCESSO!
2022-06-17T09:13:04.572-03,PRZFV,4,654321,10,120,17.612672883937876,SUCESSO!
2022-06-17T09:13:04.581-03,PRZFV,4,780935,20,50,22.97032491036912,SUCESSO!
2022-06-17T09:13:04.589-03,PRZFV,4,123456,20,40,37.62377844570044,SUCESSO!
2022-06-17T09:13:04.614-03,PRZFV,4,780935,20,50,36.04569623245149,SUCESSO!
2022-06-17T09:13:04.622-03,PRZFV,4,654321,10,120,15.709860507763565,SUCESSO!
2022-06-17T09:13:04.648-03,PRZFV,4,780935,20,50,47.71933857650755,SUCESSO!
2022-06-17T09:13:04.672-03,PRZFV,4,654321,10,120,75.90714183585477,SUCESSO!
2022-06-17T09:13:04.682-03,PRZFV,4,780935,20,50,39.15305965289617,SUCESSO!
2022-06-17T09:13:04.690-03,PRZFV,4,123456,20,40,22.263747271381632,SUCESSO!
2022-06-17T09:13:04.715-03,PRZFV,4,780935,20,50,32.80715589691201,SUCESSO!
2022-06-17T09:13:04.723-03,PRZFV,4,654321,10,120,98.9036832347743,SUCESSO!
2022-06-17T09:13:04.748-03,PRZFV,4,780935,20,50,46.85852807430959,SUCESSO!
2022-06-17T09:13:04.774-03,PRZFV,4,654321,10,120,19.313436563397325,SUCESSO!
2022-06-17T09:13:04.782-03,PRZFV,4,780935,20,50,47.91914618022199,SUCESSO!
2022-06-17T09:13:04.790-03,PRZFV,4,123456,20,40,29.645299961015567,SUCESSO!
2022-06-17T09:13:04.816-03,PRZFV,4,780935,20,50,26.976627642257284,SUCESSO!
2022-06-17T09:13:04.827-03,PRZFV,4,654321,10,120,55.81408830998491,SUCESSO!
2022-06-17T09:13:04.850-03,PRZFV,4,780935,20,50,38.1416306721633,SUCESSO!
2022-06-17T09:13:04.877-03,PRZFV,4,654321,10,120,107.93179023164886,SUCESSO!
2022-06-17T09:13:04.883-03,PRZFV,4,780935,20,50,35.40045397413734,SUCESSO!
2022-06-17T09:13:04.890-03,PRZFV,4,123456,20,40,33.808511654941135,SUCESSO!
2022-06-17T09:13:04.917-03,PRZFV,4,780935,20,50,28.028063592223944,SUCESSO!
2022-06-17T09:13:04.928-03,PRZFV,4,654321,10,120,114.10204480201114,SUCESSO!
2022-06-17T09:13:04.950-03,PRZFV,4,780935,20,50,27.06241495733367,SUCESSO!
2022-06-17T09:13:04.978-03,PRZFV,4,654321,10,120,94.39492930109388,SUCESSO!
2022-06-17T09:13:04.984-03,PRZFV,4,780935,20,50,20.336396207553875,SUCESSO!
2022-06-17T09:13:04.990-03,PRZFV,4,123456,20,40,25.921015317327186,SUCESSO!
2022-06-17T09:13:05.017-03,PRZFV,4,780935,20,50,48.06503871643105,SUCESSO!
2022-06-17T09:13:05.028-03,PRZFV,4,654321,10,120,19.297190445455772,SUCESSO!
2022-06-17T09:13:05.050-03,PRZFV,4,780935,20,50,37.08076422145024,SUCESSO!
2022-06-17T09:13:05.079-03,PRZFV,4,654321,10,120,30.84236833382004,SUCESSO!
2022-06-17T09:13:05.083-03,PRZFV,4,780935,20,50,23.77125006185463,SUCESSO!
2022-06-17T09:13:05.091-03,PRZFV,4,123456,20,40,39.61678256900068,SUCESSO!
2022-06-17T09:13:05.117-03,PRZFV,4,780935,20,50,29.089797897536656,SUCESSO!
2022-06-17T09:13:05.129-03,PRZFV,4,654321,10,120,119.78058281264776,SUCESSO!
2022-06-17T09:13:05.150-03,PRZFV,4,780935,20,50,28.608802621149167,SUCESSO!
2022-06-17T09:13:05.180-03,PRZFV,4,654321,10,120,110.27637301618454,SUCESSO!
2022-06-17T09:13:05.183-03,PRZFV,4,780935,20,50,20.362923514099812,SUCESSO!
2022-06-17T09:13:05.191-03,PRZFV,4,123456,20,40,22.947809658956825,SUCESSO!
2022-06-17T09:13:05.217-03,PRZFV,4,780935,20,50,38.417257208918684,SUCESSO!
2022-06-17T09:13:05.231-03,PRZFV,4,654321,10,120,63.78451067104055,SUCESSO!
2022-06-17T09:13:05.251-03,PRZFV,4,780935,20,50,44.94569880552853,SUCESSO!
2022-06-17T09:13:05.281-03,PRZFV,4,654321,10,120,37.809361223924505,SUCESSO!
2022-06-17T09:13:05.284-03,PRZFV,4,780935,20,50,31.97800787783303,SUCESSO!
2022-06-17T09:13:05.293-03,PRZFV,4,123456,20,40,21.12010462693116,SUCESSO!
2022-06-17T09:13:05.317-03,PRZFV,4,780935,20,50,50.40350041798209,ERRO
2022-06-17T09:13:05.331-03,PRZFV,4,654321,10,120,20.141964255112427,SUCESSO!
2022-06-17T09:13:05.351-03,PRZFV,4,780935,20,50,40.95302292112151,SUCESSO!
2022-06-17T09:13:05.381-03,PRZFV,4,654321,10,120,99.18367290713937,SUCESSO!
2022-06-17T09:13:05.384-03,PRZFV,4,780935,20,50,48.949865413111795,SUCESSO!
2022-06-17T09:13:05.393-03,PRZFV,4,123456,20,40,23.886900129900273,SUCESSO!
2022-06-17T09:13:05.417-03,PRZFV,4,780935,20,50,37.230558408241684,SUCESSO!
2022-06-17T09:13:05.433-03,PRZFV,4,654321,10,120,71.91530450641223,SUCESSO!
2022-06-17T09:13:05.452-03,PRZFV,4,780935,20,50,45.93882016376388,SUCESSO!
2022-06-17T09:13:05.483-03,PRZFV,4,654321,10,120,28.298901561575036,SUCESSO!
2022-06-17T09:13:05.487-03,PRZFV,4,780935,20,50,44.30516358587204,SUCESSO!
2022-06-17T09:13:05.493-03,PRZFV,4,123456,20,40,20.43547832092075,SUCESSO!
2022-06-17T09:13:05.520-03,PRZFV,4,780935,20,50,45.75912565241999,SUCESSO!
2022-06-17T09:13:05.534-03,PRZFV,4,654321,10,120,42.1325006369155,SUCESSO!
2022-06-17T09:13:05.554-03,PRZFV,4,780935,20,50,47.103527702707936,SUCESSO!
2022-06-17T09:13:05.584-03,PRZFV,4,654321,10,120,28.957579919764363,SUCESSO!
2022-06-17T09:13:05.587-03,PRZFV,4,780935,20,50,45.98918899340575,SUCESSO!
2022-06-17T09:13:05.593-03,PRZFV,4,123456,20,40,32.67455251288295,SUCESSO!
2022-06-17T09:13:05.620-03,PRZFV,4,780935,20,50,48.51059595809852,SUCESSO!
2022-06-17T09:13:05.634-03,PRZFV,4,654321,10,120,79.93997247132307,SUCESSO!
2022-06-17T09:13:05.653-03,PRZFV,4,780935,20,50,41.49340307348308,SUCESSO!
2022-06-17T09:13:05.685-03,PRZFV,4,654321,10,120,13.864251576769838,SUCESSO!
2022-06-17T09:13:05.687-03,PRZFV,4,780935,20,50,44.134953906495724,SUCESSO!
2022-06-17T09:13:05.694-03,PRZFV,4,123456,20,40,34.92082726070609,SUCESSO!
2022-06-17T09:13:05.720-03,PRZFV,4,780935,20,50,47.63984826745464,SUCESSO!
2022-06-17T09:13:05.736-03,PRZFV,4,654321,10,120,76.37470535944503,SUCESSO!
2022-06-17T09:13:05.753-03,PRZFV,4,780935,20,50,50.116559254587926,ERRO
2022-06-17T09:13:05.786-03,PRZFV,4,654321,10,120,57.12775045273986,SUCESSO!
2022-06-17T09:13:05.787-03,PRZFV,4,780935,20,50,34.01397886665893,SUCESSO!
2022-06-17T09:13:05.794-03,PRZFV,4,123456,20,40,28.464117061013575,SUCESSO!
2022-06-17T09:13:05.820-03,PRZFV,4,780935,20,50,29.490996503357415,SUCESSO!
2022-06-17T09:13:05.837-03,PRZFV,4,654321,10,120,89.77304866107556,SUCESSO!
2022-06-17T09:13:05.853-03,PRZFV,4,780935,20,50,42.52852508275288,SUCESSO!
2022-06-17T09:13:05.886-03,PRZFV,4,780935,20,50,29.654645262531655,SUCESSO!
2022-06-17T09:13:05.887-03,PRZFV,4,654321,10,120,110.20186823400317,SUCESSO!
2022-06-17T09:13:05.895-03,PRZFV,4,123456,20,40,21.47035968143071,SUCESSO!
2022-06-17T09:13:05.920-03,PRZFV,4,780935,20,50,23.213982361284717,SUCESSO!
2022-06-17T09:13:05.938-03,PRZFV,4,654321,10,120,63.97880058610282,SUCESSO!
2022-06-17T09:13:05.955-03,PRZFV,4,780935,20,50,37.77643032203929,SUCESSO!
2022-06-17T09:13:05.988-03,PRZFV,4,654321,10,120,98.60066035053286,SUCESSO!
2022-06-17T09:13:05.989-03,PRZFV,4,780935,20,50,27.711652726014353,SUCESSO!
2022-06-17T09:13:05.995-03,PRZFV,4,123456,20,40,33.31067284231488,SUCESSO!
2022-06-17T09:13:06.022-03,PRZFV,4,780935,20,50,27.180608675941546,SUCESSO!
2022-06-17T09:13:06.038-03,PRZFV,4,654321,10,120,100.12483793985511,SUCESSO!
2022-06-17T09:13:06.055-03,PRZFV,4,780935,20,50,45.8191106915873,SUCESSO!
2022-06-17T09:13:06.089-03,PRZFV,4,780935,20,50,49.91766146508553,SUCESSO!
2022-06-17T09:13:06.091-03,PRZFV,4,654321,10,120,48.87475988964055,SUCESSO!
